anyo,consejeria,medio,tipo,importe
2020,Presidencia,Castilla y León Económica,Otros Medios,15000
2017,Presidencia,DiarioAs,Prensa,4840
2014,Agricultura y Ganadería,SER,Radio,69054.374
2020,Presidencia,Castilla y León EsRadio,Radio,20467
2017,Presidencia,El Adelantado de Segovia,Prensa,34959.98
2014,Cultura y Turismo,ABC,Prensa,90000
2020,Presidencia,COPE,Radio,63107
2017,Presidencia,El Día de Valladolid,Prensa,27529.99
2014,Cultura y Turismo,Chiquiocio,Otros Medios,1987.43
2020,Presidencia,Crónica de las Merindades,Otros Medios,2831.4
2017,Presidencia,El Economista,Otros Medios,7260
2014,Cultura y Turismo,COPE,Radio,70000
2020,Presidencia,Diario de Ávila,Prensa,26490.27
2017,Presidencia,El Heraldo de Soria,Prensa,15277.94
2014,Cultura y Turismo,DesdeSoria,Medios Digitales,701.8
2020,Presidencia,Diario de Burgos,Prensa,73378.59
2017,Presidencia,El Mundo de CyL,Prensa,92199.94
2014,Cultura y Turismo,Diario Soria / El Heraldo,Prensa,15000
2020,Presidencia,Diario Palentino,Prensa,29069.8
2017,Presidencia,Gaceta Médica,Otros Medios,4946.48
2014,Cultura y Turismo,EFE,Agencia,31000
2020,Presidencia,Diario16,Medios Digitales,7999.98
2017,Presidencia,iLeon.com,Medios Digitales,60178
2014,Cultura y Turismo,El Norte de Castilla,Prensa,450034.88
2020,Presidencia,El Consistorio,Otros Medios,3630
2017,Presidencia,La Nueva Crónica de León,Prensa,19000
2014,Cultura y Turismo,Expreso.es,Otros Medios,1805
2020,Presidencia,El Correo de Burgos,Prensa,19036
2017,Presidencia,La Opinión Correo Zamora,Prensa,30074.76
2014,Cultura y Turismo,La Razón CyL,Prensa,45000
2020,Presidencia,El Día de Valladolid,Medios Digitales,80799.66
2017,Presidencia,La Razón CyL,Prensa,60205.92
2014,Cultura y Turismo,Revista Dolmen,Otros Medios,484
2020,Presidencia,El Economista,Medios Digitales,22497.29
2017,Presidencia,La Region Internacional,Otros Medios,6000.01
2014,Cultura y Turismo,Revista MondoSonoro,Otros Medios,500
2020,Presidencia,El MiróndeSoria,Medios Digitales,21598.5
2017,Presidencia,La Vanguardia,Prensa,4235
2014,Cultura y Turismo,Revista Rolling Stone,Otros Medios,1052.7
2020,Presidencia,El Mundo de CyL,Prensa,108663.99
2017,Presidencia,LeonNoticias,Medios Digitales,58199.99
2014,Cultura y Turismo,Ritmo,Otros Medios,786.5
2020,Presidencia,El Norte de Castilla,Prensa,117783
2017,Presidencia,OkDiario,Medios Digitales,14002.12
2014,Cultura y Turismo,SER,Radio,91730.3
2020,Presidencia,ElPeriodistaDigital,Medios Digitales,39999.78
2017,Presidencia,Publico,Medios Digitales,46844.5
2014,Cultura y Turismo,Viñetario,Otros Medios,230
2020,Presidencia,EsDiario,Medios Digitales,46492.44
2017,Presidencia,Salamanca24horas,Medios Digitales,71632
2014,Cultura y Turismo,Vive León,Otros Medios,1852
2020,Presidencia,Gaceta Negocios,Medios Digitales,33741.57
2017,Presidencia,Sector Ejecutivo,Otros Medios,3369.85
2014,Economía y Hacienda,ABC,Prensa,62999.28
2020,Presidencia,Interbenavente,Medios Digitales,17097.3
2017,Presidencia,ZamoraNews,Medios Digitales,9268.6
2014,Economía y Hacienda,Adelantado de Segovia,Prensa,17857.41
2020,Presidencia,La Gaceta de Salamanca,Prensa,80057.99
2017,Sanidad,ABC CyL,Prensa,21999.94
2014,Economía y Hacienda,EFE,Agencia,62000
2020,Presidencia,La Opinión Correo Zamora,Prensa,42257.4
2017,Sanidad,Castilla y León ES Radio,Radio,5000
2014,Economía y Hacienda,El Día de Valladolid,Prensa,54742.1
2020,Presidencia,LaVozdeMedina,Medios Digitales,14347.75
2017,Sanidad,Diario de Burgos,Prensa,29999.99
2014,Economía y Hacienda,El Economista,Otros Medios,17118.5
2020,Presidencia,Noticias Burgos,Medios Digitales,9598.8
2017,Sanidad,Diario Palentino,Prensa,29999.99
2014,Economía y Hacienda,El Mundo de CyL,Prensa,122471.22
2020,Presidencia,OkDiario,Medios Digitales,52000.11
2017,Sanidad,El Correo de Burgos,Prensa,14999.98
2014,Economía y Hacienda,Europa Press,Agencia,52000
2020,Presidencia,Público,Medios Digitales,44000.11
2017,Sanidad,Europa Press,Agencia,26000
2014,Economía y Hacienda,Sector Ejecutivo,Otros Medios,6000
2020,Presidencia,Radio Intereconomía,Otros Medios,6623.54
2017,Sanidad,ICAL,Agencia,140000
2014,Educación,Castilla y León Económica,Otros Medios,81208
2020,Presidencia,SalamancaRTVCyL,Medios Digitales,135164.1
2017,Sanidad,La Opinión Correo Zamora,Prensa,9999.98
2014,Educación,COPE,Radio,26999.98
2020,Presidencia,SER,Radio,66390.89
2017,Sanidad,SER,Radio,6999.98
2014,Educación,Diario de Burgos,Prensa,435
2020,Presidencia,Zamora 49,Medios Digitales,6807
2018,Agricultura y Ganadería,ABC CyL,Prensa,67999.13
2014,Educación,Diario Palentino,Prensa,660
2020,Presidencia,Zamora24horas,Medios Digitales,126324
2018,Agricultura y Ganadería,AgroNewsCyL,Medios Digitales,18000
2014,Educación,El Mundo de CyL,Prensa,133999.98
2020,Sanidad,ABC,Prensa,17926.65
2018,Agricultura y Ganadería,Carrión Digital,Medios Digitales,3000
2014,Educación,Expansión,Otros Medios,815.37
2020,Sanidad,Castilla y León EsRadio,Radio,16251.9
2018,Agricultura y Ganadería,Castilla y León ES Radio,Radio,34999.98
2014,Educación,ICAL,Agencia,160000
2020,Sanidad,COPE,Radio,64844.12
2018,Agricultura y Ganadería,COAG Castilla y León,Otros Medios,17999.96
2014,Educación,La Nueva Crónica de León,Prensa,7000
2020,Sanidad,Diario de Ávila,Prensa,8264.62
2018,Agricultura y Ganadería,EFE,Agencia,30999.97
2014,Educación,SER,Radio,21999.96
2020,Sanidad,Diario Soria / El Heraldo,Prensa,9577.65
2018,Agricultura y Ganadería,El Día de Valladolid,Prensa,62499.97
2014,Empleo,Castilla y León Económica,Otros Medios,2035.22
2020,Sanidad,EFE,Agencia,30999.99
2018,Agricultura y Ganadería,El Economista,Otros Medios,14999.16
2014,Empleo,COPE,Radio,12059.99
2020,Sanidad,El Adelantado de Segovia,Prensa,10299.3
2018,Agricultura y Ganadería,El Norte de Castilla,Prensa,241626.99
2014,Empleo,Diario de Ávila,Prensa,14450.95
2020,Sanidad,El Mundo de CyL,Prensa,51932.25
2018,Agricultura y Ganadería,ICAL,Agencia,141999.97
2014,Empleo,Diario de León,Prensa,13410.88
2020,Sanidad,El Norte de Castilla,Prensa,58698.44
2018,Agricultura y Ganadería,La Nueva Crónica de León,Prensa,9999.5
2014,Empleo,El Diario de Soria,Otros Medios,18318.19
2020,Sanidad,Europa Press,Agencia,26000
2018,Agricultura y Ganadería,Onda Cero,Radio,78089.87
2014,Empleo,El Mundo de CyL,Prensa,24496.61
2020,Sanidad,La Nueva Crónica de León,Prensa,9214.47
2018,Agricultura y Ganadería,Revista Viajar,Otros Medios,17986.65
2014,Empleo,Entorno de Publicidad SLU,Otros Medios,7132.95
2020,Sanidad,La Opinión Correo Zamora,Prensa,15456.63
2018,Agricultura y Ganadería,SER,Radio,57998.02
2014,Empleo,Grupo Estudios Económicos SA (Cinco Días),Otros Medios,246
2020,Sanidad,Onda Cero,Radio,35387.41
2018,Agricultura y Ganadería,Sociedad Cooperativa Acor,Otros Medios,799.94
2014,Empleo,Kiosco y Más,Otros Medios,4809.71
2020,Sanidad,SER,Radio,70440.42
2018,Cultura y Turismo,ABC,Prensa,85082
2014,Empleo,La Opinión Correo Zamora,Prensa,11815.76
2020,Transparencia,ABC,Prensa,23386.59
2018,Cultura y Turismo,Antena3,Otros Medios,228334.38
2014,Empleo,Onda Cero,Radio,11107.8
2020,Transparencia,CyL Mundo,Otros Medios,4000.01
2018,Cultura y Turismo,Arte Informado,Otros Medios,1800
2014,Empleo,Sector Ejecutivo,Otros Medios,3369.85
2020,Transparencia,El Adelantado de Segovia,Prensa,18163.85
2018,Cultura y Turismo,COPE,Radio,61000
2014,Empleo,SER,Radio,16922.36
2020,Transparencia,El Correo de Burgos,Prensa,14951.23
2018,Cultura y Turismo,Diario de Burgos,Prensa,127414.89
2014,Empleo,Trama Comunicación y Diseño,Otros Medios,4235
2020,Transparencia,El Norte de Castilla,Prensa,55946.56
2018,Cultura y Turismo,Diario de León,Prensa,100000
2014,Empleo,YRG Asesores de Comunicación,Otros Medios,9853.49
2020,Transparencia,La Gaceta de Salamanca,Prensa,37852.33
2018,Cultura y Turismo,EFE,Agencia,31000
2014,Familia e Igualdad de Oportunidades,ABC CyL,Prensa,43630.5
2020,Transparencia,La Razón Edición Nacional,Otros Medios,9335.23
2018,Cultura y Turismo,El País,Prensa,89546.5
2014,Familia e Igualdad de Oportunidades,CL Comunicación,Agencia,19999.99
2020,Transparencia,Radio Blanca - Kiss Fm,Otros Medios,2553.4
2018,Cultura y Turismo,Europa Press,Agencia,26000
2014,Familia e Igualdad de Oportunidades,COPE,Radio,23989.99
2020,Transparencia,Radio Marca,Otros Medios,1134.18
2018,Cultura y Turismo,ExpoCultur,Otros Medios,3630
2014,Familia e Igualdad de Oportunidades,Diario de León,Prensa,20750.77
2021,Agricultura y Ganadería,Comunicaciones Interlink,Medios Digitales,8712
2018,Cultura y Turismo,Gente,Otros Medios,70001.43
2014,Familia e Igualdad de Oportunidades,Diario Palentino,Prensa,22385
2021,Agricultura y Ganadería,ElPeriodistaDigital,Medios Digitales,6715.5
2018,Cultura y Turismo,Grupo Joly,Prensa,3430
2014,Familia e Igualdad de Oportunidades,Diario Soria / El Heraldo,Prensa,25000
2021,Agricultura y Ganadería,Castilla y León Económica,Otros Medios,20000
2018,Cultura y Turismo,La Gaceta de Salamanca,Prensa,135999.15
2014,Familia e Igualdad de Oportunidades,El Día de Valladolid,Prensa,19000
2021,Agricultura y Ganadería,Gente,Otros Medios,32000
2018,Cultura y Turismo,La Nueva Crónica de León,Prensa,9443
2014,Familia e Igualdad de Oportunidades,El Mundo de CyL,Prensa,84857.51
2021,Agricultura y Ganadería,La Tribuna de Ciudad Real,Otros Medios,30567.02
2018,Cultura y Turismo,La Razón CyL,Prensa,65000
2014,Familia e Igualdad de Oportunidades,ICAL,Agencia,140000
2021,Agricultura y Ganadería,Mundo Ganadero,Otros Medios,1887.6
2018,Cultura y Turismo,Puerta de Embarque,Otros Medios,12100
2014,Familia e Igualdad de Oportunidades,Onda Cero,Radio,26999.97
2021,Agricultura y Ganadería,Revista ACOR,Otros Medios,1599.88
2018,Cultura y Turismo,Revista AirEuropa,Otros Medios,2420
2014,Fomento y Medio Ambiente,Castilla y León ES Radio,Radio,30000
2021,Agricultura y Ganadería,Revista COAG,Otros Medios,18000
2018,Cultura y Turismo,Revista Go!,Otros Medios,10022.61
2014,Fomento y Medio Ambiente,COPE,Radio,35000
2021,Agricultura y Ganadería,Revista Tierras Agricultura,Otros Medios,18000
2018,Cultura y Turismo,Revista On,Otros Medios,10161.4
2014,Fomento y Medio Ambiente,Diario de Burgos,Prensa,12000
2021,Agricultura y Ganadería,Revista UCCL,Otros Medios,18138
2018,Cultura y Turismo,Revista Origen,Otros Medios,4356
2014,Fomento y Medio Ambiente,Diario de León,Prensa,100000
2021,Agricultura y Ganadería,Sector Ejecutivo,Otros Medios,3369.85
2018,Cultura y Turismo,Sapos y Princesas,Otros Medios,10122.45
2014,Fomento y Medio Ambiente,Diario Soria / El Heraldo,Prensa,24999.92
2021,Agricultura y Ganadería,ABC edición nacional,Prensa,18150
2018,Cultura y Turismo,SER,Radio,72000
2014,Fomento y Medio Ambiente,EFE,Agencia,30999.99
2021,Agricultura y Ganadería,Diario de Ávila,Prensa,43999.96
2018,Cultura y Turismo,Tribuna de Valladolid,Medios Digitales,6050
2014,Fomento y Medio Ambiente,El Adelantado de Segovia,Prensa,9999.98
2021,Agricultura y Ganadería,El Correo de Burgos,Prensa,36000
2018,Cultura y Turismo,Viajar con hijos,Otros Medios,1694
2014,Fomento y Medio Ambiente,El Correo de Burgos,Prensa,30999.99
2021,Agricultura y Ganadería,El Mundo de CyL,Prensa,140028.98
2018,Cultura y Turismo,Web Archivo Histórico Minero,Otros Medios,871.2
2014,Fomento y Medio Ambiente,El Mundo de CyL,Prensa,44999.93
2021,Agricultura y Ganadería,La Razón CyL,Prensa,95000.01
2018,Economía y Hacienda,Castilla y León ES Radio,Radio,32688.75
2014,Fomento y Medio Ambiente,ICAL,Agencia,140000
2021,Agricultura y Ganadería,COPE,Radio,95688.17
2018,Economía y Hacienda,CyL Economica (La Meseta Ediciones),Prensa,22102.1
2014,Fomento y Medio Ambiente,La Gaceta de Salamanca,Prensa,25000
2021,Agricultura y Ganadería,Onda Cero,Radio,58137.87
2018,Economía y Hacienda,Diario de Burgos,Prensa,45847.56
2014,Fomento y Medio Ambiente,Onda Cero,Radio,44999.98
2021,Cultura y Turismo,Agencia EFE,Agencia,30999.99
2018,Economía y Hacienda,El Economista,Otros Medios,7980
2014,Fomento y Medio Ambiente,SER,Radio,39999.49
2021,Cultura y Turismo,Agencia ICAL,Agencia,115702.47
2018,Economía y Hacienda,Europa Press,Agencia,26000
2014,Presidencia,Aquí Valladolid,Otros Medios,8344.48
2021,Cultura y Turismo,Docenotas.com,Medios Digitales,1089
2018,Economía y Hacienda,La Razón CyL,Prensa,41120.51
2014,Presidencia,Ávila Red,Medios Digitales,5469.2
2021,Cultura y Turismo,Elcompositorhabla.com,Medios Digitales,605
2018,Educación,Castilla y León Económica,Otros Medios,32032.98
2014,Presidencia,BurgosNoticias,Medios Digitales,39972.22
2021,Cultura y Turismo,Expreso.com,Medios Digitales,1815
2018,Educación,COPE,Radio,15000
2014,Presidencia,CyL Exterior,Otros Medios,34920
2021,Cultura y Turismo,klassikbidea.eus,Medios Digitales,1210
2018,Educación,Diario Soria / El Heraldo,Prensa,30010
2014,Presidencia,Diario crítico,Medios Digitales,4000
2021,Cultura y Turismo,La Guía GO,Medios Digitales,6472.77
2018,Educación,EFE,Agencia,30999.72
2014,Presidencia,Diario de Ávila,Prensa,22653.6
2021,Cultura y Turismo,plateamagazine.com,Medios Digitales,1210
2018,Educación,El Día de Valladolid,Prensa,65049.6
2014,Presidencia,Diario de Burgos,Prensa,35032.04
2021,Cultura y Turismo,radiocastilla.es,Medios Digitales,629.2
2018,Educación,ICAL,Agencia,161999.88
2014,Presidencia,Diario Palentino,Prensa,22411.6
2021,Cultura y Turismo,Sapos y Princesas.com,Medios Digitales,6648.95
2018,Educación,Kiosco y Más,Otros Medios,246.69
2014,Presidencia,Directivos y Empresas,Otros Medios,4840
2021,Cultura y Turismo,Scherzo.es,Medios Digitales,1306.8
2018,Educación,Sector Ejecutivo,Otros Medios,5000
2014,Presidencia,El Adelantado de Segovia,Prensa,12000
2021,Cultura y Turismo,Tapas,Medios Digitales,1210
2018,Empleo,ABC CyL,Prensa,43010.64
2014,Presidencia,ElPeriodistaDigital,Medios Digitales,6000
2021,Cultura y Turismo,TendenciasdelArte,Medios Digitales,605
2018,Empleo,Castilla y León ES Radio,Radio,18976.03
2014,Presidencia,iLeon.com,Medios Digitales,19649.17
2021,Cultura y Turismo,Viajar y mucho más,Medios Digitales,363
2018,Empleo,César Fernández López (Quiosco),Otros Medios,478.1
2014,Presidencia,La Vanguardia,Prensa,7260
2021,Cultura y Turismo,Yorokobu,Medios Digitales,786.5
2018,Empleo,Diario de Burgos,Prensa,34344.9
2014,Presidencia,LeonNoticias,Medios Digitales,11521.49
2021,Cultura y Turismo,arteinformado,Otros Medios,1210
2018,Empleo,Ediciones El País SL,Otros Medios,631.4
2014,Presidencia,Publico,Medios Digitales,50000.6
2021,Cultura y Turismo,Cuatro,Otros Medios,40104.18
2018,Empleo,EFE,Agencia,30999.99
2014,Presidencia,Radio León,Otros Medios,19121.07
2021,Cultura y Turismo,El Mueble,Otros Medios,3025.01
2018,Empleo,El Mundo de CyL,Prensa,43086.95
2014,Presidencia,Revista Go!,Otros Medios,15488
2021,Cultura y Turismo,El País Semanal,Otros Medios,23110.9
2018,Empleo,ICAL,Agencia,142000
2014,Presidencia,Salamanca24horas,Medios Digitales,27960.92
2021,Cultura y Turismo,Expansión,Otros Medios,4416.48
2018,Empleo,La Gaceta de Salamanca,Prensa,47237.39
2014,Presidencia,SalamancaRTVCyL,Medios Digitales,4803.7
2021,Cultura y Turismo,FDF + BeMad,Otros Medios,26789.29
2018,Empleo,La Nueva Crónica de León,Prensa,22186.13
2014,Presidencia,Segovia al día,Medios Digitales,5469.2
2021,Cultura y Turismo,La Sexta,Otros Medios,60116.2
2018,Familia e Igualdad de Oportunidades,CL Comunicación,Agencia,19349.99
2014,Presidencia,SER,Radio,24924.77
2021,Cultura y Turismo,Mediamax,Otros Medios,66904.75
2018,Familia e Igualdad de Oportunidades,COPE,Radio,46759.82
2014,Sanidad,ABC CyL,Prensa,29999.96
2021,Cultura y Turismo,Palencia Invierte,Otros Medios,3068.56
2018,Familia e Igualdad de Oportunidades,Diario de Ávila,Prensa,48618.89
2014,Sanidad,Diario de Ávila,Prensa,15000
2021,Cultura y Turismo,Revista Patrimonio,Otros Medios,3000
2018,Familia e Igualdad de Oportunidades,Diario de Burgos,Prensa,55887.39
2014,Sanidad,Diario Palentino,Prensa,15000
2021,Cultura y Turismo,Semana,Otros Medios,3216.33
2018,Familia e Igualdad de Oportunidades,Diario de León,Prensa,29058.04
2014,Sanidad,El Día de Valladolid,Prensa,15000
2021,Cultura y Turismo,Turia,Otros Medios,6000
2018,Familia e Igualdad de Oportunidades,El Adelantado de Segovia,Prensa,11530.95
2014,Sanidad,La Opinión Correo Zamora,Prensa,4999.98
2021,Cultura y Turismo,XL Semanal,Otros Medios,22082.54
2018,Familia e Igualdad de Oportunidades,El Día de Valladolid,Prensa,3999.98
2014,Sanidad,Onda Cero,Radio,12000
2021,Cultura y Turismo,ABC CyL,Prensa,61897.02
2018,Familia e Igualdad de Oportunidades,Feel de Brand SL,Otros Medios,14520
2015,Agricultura y Ganadería,AgroDigital,Medios Digitales,16407.6
2021,Cultura y Turismo,Diario Palentino,Prensa,63041.77
2018,Familia e Igualdad de Oportunidades,La Nueva Crónica de León,Prensa,9999.89
2015,Agricultura y Ganadería,AgroNewsCyL,Medios Digitales,15000
2021,Cultura y Turismo,El Día de Valladolid,Prensa,17063.26
2018,Familia e Igualdad de Oportunidades,La Razón CyL,Prensa,41999.76
2015,Agricultura y Ganadería,Castilla y León ES Radio,Radio,19999.44
2021,Cultura y Turismo,El Heraldo - Diario de Soria,Prensa,48086.48
2018,Familia e Igualdad de Oportunidades,Radio Blanca - Kiss Fm,Otros Medios,12896.08
2015,Agricultura y Ganadería,Diario Palentino,Prensa,49749.85
2021,Cultura y Turismo,El Mundo de CyL,Prensa,151860.19
2018,Familia e Igualdad de Oportunidades,Senda Editorial,Otros Medios,8000
2015,Agricultura y Ganadería,Diario Soria / El Heraldo,Prensa,23998.77
2021,Cultura y Turismo,El Mundo edición nacional,Prensa,79424.65
2018,Fomento y Medio Ambiente,ABC CyL,Prensa,40959.92
2015,Agricultura y Ganadería,El Adelantado de Segovia,Prensa,68964.27
2021,Cultura y Turismo,El Norte de Castilla,Prensa,208417.14
2018,Fomento y Medio Ambiente,Diario Palentino,Prensa,31010
2015,Agricultura y Ganadería,El Economista,Otros Medios,30250
2021,Cultura y Turismo,Cadena Dial - SER,Radio,7759.13
2018,Fomento y Medio Ambiente,Diario Soria / El Heraldo,Prensa,27599.99
2015,Agricultura y Ganadería,El Norte de Castilla Digital,Medios Digitales,77249.1041
2021,Cultura y Turismo,COPE,Radio,173572.39
2018,Fomento y Medio Ambiente,El Día de Valladolid,Prensa,60739.99
2015,Agricultura y Ganadería,Iglesias Comunicación,Otros Medios,3375.9
2021,Cultura y Turismo,Libertad FM,Radio,1210
2018,Fomento y Medio Ambiente,El Mundo de CyL,Prensa,84999.97
2015,Agricultura y Ganadería,Radio Intereconomía,Otros Medios,3000
2021,Cultura y Turismo,Onda Cero,Radio,125847.04
2018,Fomento y Medio Ambiente,Europa Press,Agencia,26000
2015,Agricultura y Ganadería,SER,Radio,37998.17
2021,Cultura y Turismo,Antena 3,Televisión,90512.42
2018,Fomento y Medio Ambiente,Radio Marca,Otros Medios,7260
2015,Cultura y Turismo,20 Minutos,Medios Digitales,2420
2021,Cultura y Turismo,Ditel TV Riaño Oporto,Televisión,5445
2018,Presidencia,Ahora Benavente,Medios Digitales,2934.25
2015,Cultura y Turismo,Castilla y León ES Radio,Radio,49200
2021,Economía y Hacienda,Agencia EFE,Agencia,30999.99
2018,Presidencia,ARGI,Otros Medios,18730.8
2015,Cultura y Turismo,EFLUX,Otros Medios,2262.7
2021,Economía y Hacienda,Agencia Europa Press,Agencia,26000
2018,Presidencia,Carrión Digital,Medios Digitales,3439.96
2015,Cultura y Turismo,El Correo de Burgos,Prensa,80320.47
2021,Economía y Hacienda,El Economista,Otros Medios,7260
2018,Presidencia,CyL Exterior,Otros Medios,57500.02
2015,Cultura y Turismo,El Heraldo de Soria,Prensa,14000
2021,Economía y Hacienda,Gente,Otros Medios,50820
2018,Presidencia,DesdeSoria,Medios Digitales,15006.19
